_id,lectura,date,fecha
63b481b08dc1c30aa35b8ad8,31.10,2023-01-03 16:27:44,2023-01-03
63b481b68dc1c30aa35b8ad9,31.10,2023-01-03 16:27:50,2023-01-03
63b481bc8dc1c30aa35b8ada,31.30,2023-01-03 16:27:56,2023-01-03
63b481c28dc1c30aa35b8adb,31.30,2023-01-03 16:28:02,2023-01-03
63b481c88dc1c30aa35b8adc,31.20,2023-01-03 16:28:08,2023-01-03
63b481ce8dc1c30aa35b8ade,31.30,2023-01-03 16:28:14,2023-01-03
63b481d48dc1c30aa35b8adf,31.10,2023-01-03 16:28:20,2023-01-03
63b481da8dc1c30aa35b8ae0,31.20,2023-01-03 16:28:26,2023-01-03
63b481e18dc1c30aa35b8ae1,31.20,2023-01-03 16:28:33,2023-01-03
63b481e78dc1c30aa35b8ae2,31.30,2023-01-03 16:28:39,2023-01-03
63b481ed8dc1c30aa35b8ae3,31.20,2023-01-03 16:28:45,2023-01-03
63b481f38dc1c30aa35b8ae4,31.20,2023-01-03 16:28:51,2023-01-03
63b481f98dc1c30aa35b8ae5,31.30,2023-01-03 16:28:57,2023-01-03
63b481ff8dc1c30aa35b8ae6,31.40,2023-01-03 16:29:03,2023-01-03
63b482058dc1c30aa35b8ae7,31.20,2023-01-03 16:29:09,2023-01-03
63b4820b8dc1c30aa35b8ae8,31.20,2023-01-03 16:29:15,2023-01-03
63b482118dc1c30aa35b8ae9,31.20,2023-01-03 16:29:21,2023-01-03
63b482178dc1c30aa35b8aea,31.50,2023-01-03 16:29:27,2023-01-03
63b4821d8dc1c30aa35b8aeb,31.30,2023-01-03 16:29:33,2023-01-03
63b482238dc1c30aa35b8aec,31.20,2023-01-03 16:29:39,2023-01-03
63b482298dc1c30aa35b8aed,31.20,2023-01-03 16:29:45,2023-01-03
63b4822f8dc1c30aa35b8aee,31.30,2023-01-03 16:29:51,2023-01-03
63b482358dc1c30aa35b8aef,31.20,2023-01-03 16:29:57,2023-01-03
63b4823b8dc1c30aa35b8af0,31.30,2023-01-03 16:30:03,2023-01-03
63b482418dc1c30aa35b8af1,31.40,2023-01-03 16:30:09,2023-01-03
63b482478dc1c30aa35b8af2,31.20,2023-01-03 16:30:15,2023-01-03
63b4824d8dc1c30aa35b8af3,31.20,2023-01-03 16:30:21,2023-01-03
63b482538dc1c30aa35b8af4,31.20,2023-01-03 16:30:27,2023-01-03
63b482598dc1c30aa35b8af5,31.20,2023-01-03 16:30:33,2023-01-03
63b4825f8dc1c30aa35b8af6,31.30,2023-01-03 16:30:39,2023-01-03
63b482658dc1c30aa35b8af7,31.40,2023-01-03 16:30:45,2023-01-03
63b4826b8dc1c30aa35b8af8,31.20,2023-01-03 16:30:51,2023-01-03
63b482718dc1c30aa35b8af9,31.10,2023-01-03 16:30:57,2023-01-03
63b482778dc1c30aa35b8afa,31.10,2023-01-03 16:31:03,2023-01-03
63b4827d8dc1c30aa35b8afb,31.20,2023-01-03 16:31:09,2023-01-03
63b482838dc1c30aa35b8afc,31.10,2023-01-03 16:31:15,2023-01-03
63b482898dc1c30aa35b8afd,31.00,2023-01-03 16:31:21,2023-01-03
63b4828f8dc1c30aa35b8afe,31.20,2023-01-03 16:31:27,2023-01-03
63b482958dc1c30aa35b8aff,31.10,2023-01-03 16:31:33,2023-01-03
63b4829b8dc1c30aa35b8b00,31.00,2023-01-03 16:31:39,2023-01-03
63b482a18dc1c30aa35b8b01,31.00,2023-01-03 16:31:45,2023-01-03
63b482a88dc1c30aa35b8b02,30.90,2023-01-03 16:31:52,2023-01-03
63b482ae8dc1c30aa35b8b03,30.90,2023-01-03 16:31:58,2023-01-03
63b482b48dc1c30aa35b8b04,30.80,2023-01-03 16:32:04,2023-01-03
63b482ba8dc1c30aa35b8b05,30.80,2023-01-03 16:32:10,2023-01-03
63b482c08dc1c30aa35b8b06,31.00,2023-01-03 16:32:16,2023-01-03
63b482c68dc1c30aa35b8b07,31.10,2023-01-03 16:32:22,2023-01-03
63b482cc8dc1c30aa35b8b08,30.90,2023-01-03 16:32:28,2023-01-03
63b482d28dc1c30aa35b8b09,30.80,2023-01-03 16:32:34,2023-01-03
63b482d88dc1c30aa35b8b0a,30.80,2023-01-03 16:32:40,2023-01-03
63b482de8dc1c30aa35b8b0b,30.70,2023-01-03 16:32:46,2023-01-03
63b482e48dc1c30aa35b8b0c,30.90,2023-01-03 16:32:52,2023-01-03
63b482ea8dc1c30aa35b8b0d,30.80,2023-01-03 16:32:58,2023-01-03
63b482f08dc1c30aa35b8b0e,31.00,2023-01-03 16:33:04,2023-01-03
63b482f68dc1c30aa35b8b0f,31.00,2023-01-03 16:33:10,2023-01-03
63b482fc8dc1c30aa35b8b10,31.00,2023-01-03 16:33:16,2023-01-03
63b483028dc1c30aa35b8b11,30.80,2023-01-03 16:33:22,2023-01-03
63b483088dc1c30aa35b8b12,30.80,2023-01-03 16:33:28,2023-01-03
63b4830e8dc1c30aa35b8b13,30.90,2023-01-03 16:33:34,2023-01-03
63b483148dc1c30aa35b8b14,30.80,2023-01-03 16:33:40,2023-01-03
63b4831a8dc1c30aa35b8b15,30.90,2023-01-03 16:33:46,2023-01-03
63b483208dc1c30aa35b8b16,31.10,2023-01-03 16:33:52,2023-01-03
63b483268dc1c30aa35b8b17,31.20,2023-01-03 16:33:58,2023-01-03
63b4832c8dc1c30aa35b8b18,30.80,2023-01-03 16:34:04,2023-01-03
63b483328dc1c30aa35b8b19,31.00,2023-01-03 16:34:10,2023-01-03
63b483388dc1c30aa35b8b1a,30.90,2023-01-03 16:34:16,2023-01-03
63b4833e8dc1c30aa35b8b1b,31.10,2023-01-03 16:34:22,2023-01-03
63b483448dc1c30aa35b8b1c,30.80,2023-01-03 16:34:28,2023-01-03
63b4834a8dc1c30aa35b8b1d,30.80,2023-01-03 16:34:34,2023-01-03
63b483508dc1c30aa35b8b1e,30.60,2023-01-03 16:34:40,2023-01-03
63b483568dc1c30aa35b8b1f,30.70,2023-01-03 16:34:46,2023-01-03
63b4835c8dc1c30aa35b8b20,30.50,2023-01-03 16:34:52,2023-01-03
63b483628dc1c30aa35b8b21,30.50,2023-01-03 16:34:58,2023-01-03
63b483688dc1c30aa35b8b22,30.60,2023-01-03 16:35:04,2023-01-03
63b4836e8dc1c30aa35b8b23,30.70,2023-01-03 16:35:10,2023-01-03
