_id,lectura,date,fecha
63b26381697b8659b8b7b038,22.80,2023-01-02 01:54:25,2023-01-02
63b26387697b8659b8b7b039,22.80,2023-01-02 01:54:31,2023-01-02
63b2638d697b8659b8b7b03a,22.80,2023-01-02 01:54:37,2023-01-02
63b26393697b8659b8b7b03b,22.80,2023-01-02 01:54:43,2023-01-02
63b26399697b8659b8b7b03c,22.80,2023-01-02 01:54:49,2023-01-02
63b2639f697b8659b8b7b03d,22.80,2023-01-02 01:54:55,2023-01-02
63b263a5697b8659b8b7b03e,22.80,2023-01-02 01:55:01,2023-01-02
63b263ab697b8659b8b7b03f,22.80,2023-01-02 01:55:07,2023-01-02
63b263b1697b8659b8b7b040,22.80,2023-01-02 01:55:13,2023-01-02
63b263b7697b8659b8b7b041,22.90,2023-01-02 01:55:19,2023-01-02
63b263bd697b8659b8b7b042,22.90,2023-01-02 01:55:25,2023-01-02
63b263c3697b8659b8b7b043,22.90,2023-01-02 01:55:31,2023-01-02
63b263c9697b8659b8b7b044,22.90,2023-01-02 01:55:37,2023-01-02
63b263cf697b8659b8b7b045,22.90,2023-01-02 01:55:43,2023-01-02
63b263d5697b8659b8b7b046,22.90,2023-01-02 01:55:49,2023-01-02
63b263db697b8659b8b7b047,22.90,2023-01-02 01:55:55,2023-01-02
63b263e1697b8659b8b7b048,22.90,2023-01-02 01:56:01,2023-01-02
63b263e8697b8659b8b7b049,22.90,2023-01-02 01:56:08,2023-01-02
63b263ee697b8659b8b7b04a,22.90,2023-01-02 01:56:14,2023-01-02
63b263f4697b8659b8b7b04b,22.90,2023-01-02 01:56:20,2023-01-02
63b263fa697b8659b8b7b04c,22.90,2023-01-02 01:56:26,2023-01-02
63b26400697b8659b8b7b04d,22.90,2023-01-02 01:56:32,2023-01-02
63b26406697b8659b8b7b04e,22.90,2023-01-02 01:56:38,2023-01-02
63b2640c697b8659b8b7b04f,22.90,2023-01-02 01:56:44,2023-01-02
63b26412697b8659b8b7b050,22.90,2023-01-02 01:56:50,2023-01-02
63b26418697b8659b8b7b051,22.90,2023-01-02 01:56:56,2023-01-02
63b2641e697b8659b8b7b052,22.90,2023-01-02 01:57:02,2023-01-02
63b26424697b8659b8b7b053,22.80,2023-01-02 01:57:08,2023-01-02
63b2642a697b8659b8b7b054,22.80,2023-01-02 01:57:14,2023-01-02
63b26430697b8659b8b7b055,22.80,2023-01-02 01:57:20,2023-01-02
63b26436697b8659b8b7b056,22.80,2023-01-02 01:57:26,2023-01-02
63b2643c697b8659b8b7b057,22.80,2023-01-02 01:57:32,2023-01-02
63b26442697b8659b8b7b058,22.80,2023-01-02 01:57:38,2023-01-02
63b26448697b8659b8b7b059,22.80,2023-01-02 01:57:44,2023-01-02
63b2644e697b8659b8b7b05a,22.80,2023-01-02 01:57:50,2023-01-02
