_id,lectura,fecha,hora
63afa5b120deb41a829dce20,25.40,31-12-2022,00-00-01
63afa5b220deb41a829dce22,25.40,31-12-2022,00-00-02
63afa5b320deb41a829dce24,25.40,31-12-2022,00-00-03
63afa5b420deb41a829dce26,25.40,31-12-2022,00-00-04
63afa5b520deb41a829dce28,25.40,31-12-2022,00-00-05
63afa5b620deb41a829dce2a,25.40,31-12-2022,00-00-06
63afa5b720deb41a829dce2c,25.40,31-12-2022,00-00-07
63afa5b820deb41a829dce2e,25.40,31-12-2022,00-00-08
63afa5ba20deb41a829dce30,25.40,31-12-2022,00-00-10
63afa5bb20deb41a829dce32,25.40,31-12-2022,00-00-11
63afa5bc20deb41a829dce34,25.40,31-12-2022,00-00-12
63afa5bd20deb41a829dce36,25.30,31-12-2022,00-00-13
63afa5be20deb41a829dce38,25.30,31-12-2022,00-00-14
63afa5bf20deb41a829dce3a,25.40,31-12-2022,00-00-15
63afa5c020deb41a829dce3c,25.40,31-12-2022,00-00-16
63afa5c120deb41a829dce3e,25.40,31-12-2022,00-00-17
63afa5c220deb41a829dce40,25.40,31-12-2022,00-00-18
63afa5c420deb41a829dce42,25.40,31-12-2022,00-00-20
63afa5c520deb41a829dce44,25.40,31-12-2022,00-00-21
63afa5c620deb41a829dce46,25.40,31-12-2022,00-00-22
63afa5c720deb41a829dce48,25.40,31-12-2022,00-00-23
63afa5c820deb41a829dce4a,25.30,31-12-2022,00-00-24
63afa5c920deb41a829dce4c,25.30,31-12-2022,00-00-25
63afa5ca20deb41a829dce4e,25.40,31-12-2022,00-00-26
63afa5cb20deb41a829dce50,25.40,31-12-2022,00-00-27
63afa5cc20deb41a829dce52,25.30,31-12-2022,00-00-28
63afa5ce20deb41a829dce54,25.30,31-12-2022,00-00-30
63afa5cf20deb41a829dce56,25.30,31-12-2022,00-00-31
63afa5d020deb41a829dce58,25.30,31-12-2022,00-00-32
63afa5d120deb41a829dce5a,25.30,31-12-2022,00-00-33
63afa5d220deb41a829dce5c,25.30,31-12-2022,00-00-34
63afa5d320deb41a829dce5e,25.30,31-12-2022,00-00-35
63afa5d420deb41a829dce60,25.30,31-12-2022,00-00-36
63afa5d520deb41a829dce62,25.30,31-12-2022,00-00-37
63afa5d720deb41a829dce64,25.30,31-12-2022,00-00-39
63afa5d820deb41a829dce66,25.30,31-12-2022,00-00-40
63afa5d920deb41a829dce68,25.30,31-12-2022,00-00-41
63afa5da20deb41a829dce6a,25.40,31-12-2022,00-00-42
63afa5db20deb41a829dce6c,25.40,31-12-2022,00-00-43
63afa5dc20deb41a829dce6e,25.30,31-12-2022,00-00-44
63afa5dd20deb41a829dce70,25.30,31-12-2022,00-00-45
63afa5de20deb41a829dce72,25.30,31-12-2022,00-00-46
63afa5df20deb41a829dce74,25.30,31-12-2022,00-00-47
63afa5e120deb41a829dce76,25.40,31-12-2022,00-00-49
63afa5e220deb41a829dce78,25.40,31-12-2022,00-00-50
63afa5e320deb41a829dce7a,25.30,31-12-2022,00-00-51
63afa5e420deb41a829dce7c,25.30,31-12-2022,00-00-52
63afa5e520deb41a829dce7e,25.30,31-12-2022,00-00-53
63afa5e620deb41a829dce80,25.30,31-12-2022,00-00-54
63afa5e720deb41a829dce82,25.40,31-12-2022,00-00-55
63afa5e820deb41a829dce84,25.40,31-12-2022,00-00-56
63afa5e920deb41a829dce86,25.40,31-12-2022,00-00-57
63afa5eb20deb41a829dce88,25.40,31-12-2022,00-00-59
63afa5ec20deb41a829dce8a,25.40,31-12-2022,00-01-00
63afa5ed20deb41a829dce8c,25.40,31-12-2022,00-01-01
63afa5ee20deb41a829dce8e,25.40,31-12-2022,00-01-02
63afa5ef20deb41a829dce90,25.40,31-12-2022,00-01-03
63afa5f020deb41a829dce92,25.40,31-12-2022,00-01-04
63afa5f120deb41a829dce94,25.40,31-12-2022,00-01-05
63afa5f220deb41a829dce96,25.40,31-12-2022,00-01-06
63afa5f420deb41a829dce98,25.40,31-12-2022,00-01-08
63afa5f520deb41a829dce9a,25.40,31-12-2022,00-01-09
63afa5f620deb41a829dce9c,25.40,31-12-2022,00-01-10
63afa5f720deb41a829dce9e,25.40,31-12-2022,00-01-11
63afa5f820deb41a829dcea0,25.40,31-12-2022,00-01-12
63afa5f920deb41a829dcea2,25.30,31-12-2022,00-01-13
63afa5fa20deb41a829dcea4,25.30,31-12-2022,00-01-14
63afa5fb20deb41a829dcea6,25.30,31-12-2022,00-01-15
63afa5fc20deb41a829dcea8,25.30,31-12-2022,00-01-16
63afa5fe20deb41a829dceaa,25.40,31-12-2022,00-01-18
63afa5ff20deb41a829dceac,25.40,31-12-2022,00-01-19
63afa60020deb41a829dceae,25.40,31-12-2022,00-01-20
63afa60120deb41a829dceb0,25.40,31-12-2022,00-01-21
63afa60220deb41a829dceb2,25.30,31-12-2022,00-01-22
63afa60320deb41a829dceb4,25.30,31-12-2022,00-01-23
63afa60420deb41a829dceb6,25.30,31-12-2022,00-01-24
63afa60520deb41a829dceb8,25.30,31-12-2022,00-01-25
63afa60720deb41a829dceba,25.30,31-12-2022,00-01-27
63afa60820deb41a829dcebc,25.30,31-12-2022,00-01-28
63afa60920deb41a829dcebe,25.30,31-12-2022,00-01-29
63afa60a20deb41a829dcec0,25.30,31-12-2022,00-01-30
63afa60b20deb41a829dcec2,25.30,31-12-2022,00-01-31
63afa60c20deb41a829dcec4,25.30,31-12-2022,00-01-32
63afa60d20deb41a829dcec6,25.40,31-12-2022,00-01-33
63afa60e20deb41a829dcec8,25.40,31-12-2022,00-01-34
63afa60f20deb41a829dceca,25.30,31-12-2022,00-01-35
63afa61120deb41a829dcecc,25.30,31-12-2022,00-01-37
63afa61220deb41a829dcece,25.30,31-12-2022,00-01-38
63afa61320deb41a829dced0,25.30,31-12-2022,00-01-39
63afa61420deb41a829dced2,25.40,31-12-2022,00-01-40
63afa61520deb41a829dced4,25.40,31-12-2022,00-01-41
63afa61620deb41a829dced6,25.40,31-12-2022,00-01-42
63afa61720deb41a829dced8,25.40,31-12-2022,00-01-43
63afa61820deb41a829dceda,25.40,31-12-2022,00-01-44
63afa61920deb41a829dcedc,25.40,31-12-2022,00-01-45
63afa61b20deb41a829dcede,25.40,31-12-2022,00-01-47
63afa61c20deb41a829dcee0,25.40,31-12-2022,00-01-48
63afa61d20deb41a829dcee2,25.50,31-12-2022,00-01-49
63afa61e20deb41a829dcee4,25.50,31-12-2022,00-01-50
63afa61f20deb41a829dcee6,25.40,31-12-2022,00-01-51
63afa62020deb41a829dcee8,25.40,31-12-2022,00-01-52
63afa62120deb41a829dceea,25.40,31-12-2022,00-01-53
63afa62220deb41a829dceec,25.40,31-12-2022,00-01-54
63afa62420deb41a829dceee,25.40,31-12-2022,00-01-56
63afa62520deb41a829dcef0,25.40,31-12-2022,00-01-57
63afa62620deb41a829dcef2,25.40,31-12-2022,00-01-58
63afa62720deb41a829dcef4,25.40,31-12-2022,00-01-59
63afa62820deb41a829dcef6,25.30,31-12-2022,00-02-00
63afa62920deb41a829dcef8,25.30,31-12-2022,00-02-01
63afa62a20deb41a829dcefa,25.40,31-12-2022,00-02-02
63afa62b20deb41a829dcefc,25.40,31-12-2022,00-02-03
63afa62c20deb41a829dcefe,25.40,31-12-2022,00-02-04
63afa62e20deb41a829dcf00,25.40,31-12-2022,00-02-06
63afa62f20deb41a829dcf02,25.40,31-12-2022,00-02-07
63afa63020deb41a829dcf04,25.40,31-12-2022,00-02-08
63afa63120deb41a829dcf06,25.40,31-12-2022,00-02-09
63afa63220deb41a829dcf08,25.40,31-12-2022,00-02-10
63afa63320deb41a829dcf0a,25.50,31-12-2022,00-02-11
