_id,lectura,date,fecha,hora
641bc17480e47d66e0fcf346,26.00,2023-03-23 00:03:16,2023-03-23,00:00:01
641bc17980e47d66e0fcf347,26.00,2023-03-23 00:03:21,2023-03-23,00:00:06
641bc17e80e47d66e0fcf348,26.00,2023-03-23 00:03:26,2023-03-23,00:00:11
641bc18480e47d66e0fcf349,26.00,2023-03-23 00:03:32,2023-03-23,00:00:17
641bc18980e47d66e0fcf34a,26.00,2023-03-23 00:03:37,2023-03-23,00:00:22
641bc18e80e47d66e0fcf34b,26.00,2023-03-23 00:03:42,2023-03-23,00:00:27
641bc19380e47d66e0fcf34c,26.00,2023-03-23 00:03:47,2023-03-23,00:00:32
641bc19880e47d66e0fcf34d,26.00,2023-03-23 00:03:52,2023-03-23,00:00:37
641bc19d80e47d66e0fcf34e,26.00,2023-03-23 00:03:57,2023-03-23,00:00:42
641bc1a280e47d66e0fcf34f,26.00,2023-03-23 00:04:02,2023-03-23,00:00:48
641bc1a880e47d66e0fcf350,26.00,2023-03-23 00:04:08,2023-03-23,00:00:53
641bc1ad80e47d66e0fcf351,26.00,2023-03-23 00:04:13,2023-03-23,00:00:58
641bc1b280e47d66e0fcf352,26.00,2023-03-23 00:04:18,2023-03-23,00:01:03
641bc1b780e47d66e0fcf353,26.00,2023-03-23 00:04:23,2023-03-23,00:01:08
641bc1bc80e47d66e0fcf354,26.00,2023-03-23 00:04:28,2023-03-23,00:01:13
641bc1c180e47d66e0fcf355,26.00,2023-03-23 00:04:33,2023-03-23,00:01:18
641bc1c680e47d66e0fcf356,26.00,2023-03-23 00:04:38,2023-03-23,00:01:24
641bc1cc80e47d66e0fcf357,26.00,2023-03-23 00:04:44,2023-03-23,00:01:29
641bc1d180e47d66e0fcf358,26.00,2023-03-23 00:04:49,2023-03-23,00:01:34
641bc1d680e47d66e0fcf359,26.00,2023-03-23 00:04:54,2023-03-23,00:01:39
641bc1db80e47d66e0fcf35a,26.00,2023-03-23 00:04:59,2023-03-23,00:01:44
641bc1e080e47d66e0fcf35b,26.00,2023-03-23 00:05:04,2023-03-23,00:01:49
641bc1e580e47d66e0fcf35c,26.00,2023-03-23 00:05:09,2023-03-23,00:01:54
641bc1eb80e47d66e0fcf35d,26.00,2023-03-23 00:05:15,2023-03-23,00:02:00
641bc1f080e47d66e0fcf35e,26.00,2023-03-23 00:05:20,2023-03-23,00:02:05
641bc1f580e47d66e0fcf35f,26.00,2023-03-23 00:05:25,2023-03-23,00:02:10
641bc1fa80e47d66e0fcf360,26.00,2023-03-23 00:05:30,2023-03-23,00:02:15
641bc1ff80e47d66e0fcf361,26.00,2023-03-23 00:05:35,2023-03-23,00:02:20
641bc20480e47d66e0fcf362,26.00,2023-03-23 00:05:40,2023-03-23,00:02:25
641bc20980e47d66e0fcf363,26.00,2023-03-23 00:05:45,2023-03-23,00:02:30
641bc20f80e47d66e0fcf364,26.00,2023-03-23 00:05:51,2023-03-23,00:02:36
641bc21480e47d66e0fcf365,26.00,2023-03-23 00:05:56,2023-03-23,00:02:41
641bc21980e47d66e0fcf366,26.00,2023-03-23 00:06:01,2023-03-23,00:02:46
641bc21e80e47d66e0fcf367,26.00,2023-03-23 00:06:06,2023-03-23,00:02:51
641bc22380e47d66e0fcf368,26.00,2023-03-23 00:06:11,2023-03-23,00:02:56
641bc22880e47d66e0fcf369,26.00,2023-03-23 00:06:16,2023-03-23,00:03:01
641bc22d80e47d66e0fcf36a,26.00,2023-03-23 00:06:21,2023-03-23,00:03:07
641bc23380e47d66e0fcf36b,26.00,2023-03-23 00:06:27,2023-03-23,00:03:12
641bc23880e47d66e0fcf36c,26.00,2023-03-23 00:06:32,2023-03-23,00:03:17
641bc23d80e47d66e0fcf36d,26.00,2023-03-23 00:06:37,2023-03-23,00:03:22
