_id,lectura,date,fecha,hora
64167b1a2943c4bd61162166,25.30,2023-03-19 00:01:46,2023-03-19,00:00:03
64167b202943c4bd61162167,25.30,2023-03-19 00:01:52,2023-03-19,00:00:08
64167b252943c4bd61162168,25.30,2023-03-19 00:01:57,2023-03-19,00:00:13
64167b2a2943c4bd61162169,25.30,2023-03-19 00:02:02,2023-03-19,00:00:18
64167b2f2943c4bd6116216a,25.30,2023-03-19 00:02:07,2023-03-19,00:00:23
64167b342943c4bd6116216b,25.30,2023-03-19 00:02:12,2023-03-19,00:00:29
64167b392943c4bd6116216c,25.30,2023-03-19 00:02:17,2023-03-19,00:00:34
64167b3e2943c4bd6116216d,25.30,2023-03-19 00:02:22,2023-03-19,00:00:39
64167b442943c4bd6116216e,25.30,2023-03-19 00:02:28,2023-03-19,00:00:44
64167b492943c4bd6116216f,25.30,2023-03-19 00:02:33,2023-03-19,00:00:49
64167b4e2943c4bd61162170,25.30,2023-03-19 00:02:38,2023-03-19,00:00:54
64167b532943c4bd61162171,25.30,2023-03-19 00:02:43,2023-03-19,00:00:59
64167b582943c4bd61162172,25.30,2023-03-19 00:02:48,2023-03-19,00:01:05
64167b5d2943c4bd61162173,25.30,2023-03-19 00:02:53,2023-03-19,00:01:10
64167b632943c4bd61162174,25.30,2023-03-19 00:02:59,2023-03-19,00:01:15
64167b682943c4bd61162175,25.30,2023-03-19 00:03:04,2023-03-19,00:01:20
64167b6d2943c4bd61162176,25.30,2023-03-19 00:03:09,2023-03-19,00:01:25
64167b722943c4bd61162177,25.30,2023-03-19 00:03:14,2023-03-19,00:01:30
64167b772943c4bd61162178,25.30,2023-03-19 00:03:19,2023-03-19,00:01:35
64167b7c2943c4bd61162179,25.30,2023-03-19 00:03:24,2023-03-19,00:01:41
64167b822943c4bd6116217c,25.30,2023-03-19 00:03:30,2023-03-19,00:01:46
64167b862943c4bd6116217f,25.30,2023-03-19 00:03:34,2023-03-19,00:01:51
64167b8c2943c4bd61162180,25.30,2023-03-19 00:03:40,2023-03-19,00:01:56
64167b912943c4bd61162182,25.30,2023-03-19 00:03:45,2023-03-19,00:02:01
64167b962943c4bd61162183,25.30,2023-03-19 00:03:50,2023-03-19,00:02:06
64167b9b2943c4bd61162184,25.30,2023-03-19 00:03:55,2023-03-19,00:02:12
64167ba02943c4bd61162185,25.30,2023-03-19 00:04:00,2023-03-19,00:02:17
64167ba62943c4bd61162186,25.30,2023-03-19 00:04:06,2023-03-19,00:02:22
64167bab2943c4bd61162187,25.30,2023-03-19 00:04:11,2023-03-19,00:02:27
64167bb02943c4bd61162188,25.30,2023-03-19 00:04:16,2023-03-19,00:02:32
64167bb52943c4bd61162189,25.30,2023-03-19 00:04:21,2023-03-19,00:02:37
64167bba2943c4bd6116218a,25.30,2023-03-19 00:04:26,2023-03-19,00:02:42
64167bbf2943c4bd6116218b,25.30,2023-03-19 00:04:31,2023-03-19,00:02:48
64167bc52943c4bd6116218c,25.30,2023-03-19 00:04:37,2023-03-19,00:02:53
64167bc92943c4bd6116218d,25.30,2023-03-19 00:04:41,2023-03-19,00:02:58
64167bcf2943c4bd6116218e,25.30,2023-03-19 00:04:47,2023-03-19,00:03:03
64167bd42943c4bd6116218f,25.30,2023-03-19 00:04:52,2023-03-19,00:03:08
64167bd92943c4bd61162190,25.30,2023-03-19 00:04:57,2023-03-19,00:03:13
64167bde2943c4bd61162191,25.20,2023-03-19 00:05:02,2023-03-19,00:03:18
64167be32943c4bd61162192,25.30,2023-03-19 00:05:07,2023-03-19,00:03:24
64167be82943c4bd61162193,25.20,2023-03-19 00:05:12,2023-03-19,00:03:29
64167bee2943c4bd61162194,25.30,2023-03-19 00:05:18,2023-03-19,00:03:34
64167bf32943c4bd61162195,25.20,2023-03-19 00:05:23,2023-03-19,00:03:39
64167bf82943c4bd61162196,25.20,2023-03-19 00:05:28,2023-03-19,00:03:44
64167bfd2943c4bd61162197,25.20,2023-03-19 00:05:33,2023-03-19,00:03:49
64167c022943c4bd61162198,25.20,2023-03-19 00:05:38,2023-03-19,00:03:54
64167c072943c4bd61162199,25.20,2023-03-19 00:05:43,2023-03-19,00:04:00
64167c0c2943c4bd6116219a,25.20,2023-03-19 00:05:48,2023-03-19,00:04:05
64167c122943c4bd6116219b,25.20,2023-03-19 00:05:54,2023-03-19,00:04:10
64167c172943c4bd6116219c,25.20,2023-03-19 00:05:59,2023-03-19,00:04:15
64167c1c2943c4bd6116219d,25.20,2023-03-19 00:06:04,2023-03-19,00:04:20
64167c212943c4bd6116219e,25.20,2023-03-19 00:06:09,2023-03-19,00:04:25
64167c262943c4bd6116219f,25.20,2023-03-19 00:06:14,2023-03-19,00:04:31
64167c2b2943c4bd611621a0,25.20,2023-03-19 00:06:19,2023-03-19,00:04:36
64167c302943c4bd611621a1,25.20,2023-03-19 00:06:24,2023-03-19,00:04:41
64167c362943c4bd611621a2,25.20,2023-03-19 00:06:30,2023-03-19,00:04:46
64167c3b2943c4bd611621a3,25.20,2023-03-19 00:06:35,2023-03-19,00:04:51
64167c402943c4bd611621a4,25.20,2023-03-19 00:06:40,2023-03-19,00:04:56
64167c452943c4bd611621a5,25.20,2023-03-19 00:06:45,2023-03-19,00:05:01
64167c4a2943c4bd611621a8,25.20,2023-03-19 00:06:50,2023-03-19,00:05:07
64167c4f2943c4bd611621a9,25.20,2023-03-19 00:06:55,2023-03-19,00:05:12
64167c552943c4bd611621aa,25.20,2023-03-19 00:07:01,2023-03-19,00:05:17
64167c5a2943c4bd611621ab,25.20,2023-03-19 00:07:06,2023-03-19,00:05:22
64167c5f2943c4bd611621ad,25.20,2023-03-19 00:07:11,2023-03-19,00:05:27
64167c642943c4bd611621af,25.20,2023-03-19 00:07:16,2023-03-19,00:05:33
64167c692943c4bd611621b0,25.20,2023-03-19 00:07:21,2023-03-19,00:05:38
64167c6e2943c4bd611621b1,25.20,2023-03-19 00:07:26,2023-03-19,00:05:43
64167c742943c4bd611621b2,25.20,2023-03-19 00:07:32,2023-03-19,00:05:48
64167c792943c4bd611621b3,25.20,2023-03-19 00:07:37,2023-03-19,00:05:53
64167c7e2943c4bd611621b4,25.20,2023-03-19 00:07:42,2023-03-19,00:05:58
64167c832943c4bd611621b5,25.20,2023-03-19 00:07:47,2023-03-19,00:06:03
64167c882943c4bd611621b6,25.20,2023-03-19 00:07:52,2023-03-19,00:06:09
64167c8d2943c4bd611621b7,25.20,2023-03-19 00:07:57,2023-03-19,00:06:14
64167c922943c4bd611621b8,25.20,2023-03-19 00:08:02,2023-03-19,00:06:19
64167c982943c4bd611621b9,25.20,2023-03-19 00:08:08,2023-03-19,00:06:24
64167c9d2943c4bd611621ba,25.20,2023-03-19 00:08:13,2023-03-19,00:06:29
64167ca22943c4bd611621bb,25.20,2023-03-19 00:08:18,2023-03-19,00:06:34
64167ca72943c4bd611621bc,25.20,2023-03-19 00:08:23,2023-03-19,00:06:39
64167cac2943c4bd611621bd,25.20,2023-03-19 00:08:28,2023-03-19,00:06:45
64167cb12943c4bd611621be,25.20,2023-03-19 00:08:33,2023-03-19,00:06:50
64167cb72943c4bd611621bf,25.20,2023-03-19 00:08:39,2023-03-19,00:06:55
64167cbc2943c4bd611621c0,25.20,2023-03-19 00:08:44,2023-03-19,00:07:00
64167cc12943c4bd611621c1,25.20,2023-03-19 00:08:49,2023-03-19,00:07:05
64167cc62943c4bd611621c2,25.20,2023-03-19 00:08:54,2023-03-19,00:07:10
64167ccb2943c4bd611621c3,25.20,2023-03-19 00:08:59,2023-03-19,00:07:15
64167cd02943c4bd611621c4,25.20,2023-03-19 00:09:04,2023-03-19,00:07:21
64167cd52943c4bd611621c5,25.20,2023-03-19 00:09:09,2023-03-19,00:07:26
64167cda2943c4bd611621c6,25.20,2023-03-19 00:09:14,2023-03-19,00:07:31
64167ce02943c4bd611621c7,25.20,2023-03-19 00:09:20,2023-03-19,00:07:36
64167ce52943c4bd611621c8,25.20,2023-03-19 00:09:25,2023-03-19,00:07:41
64167cea2943c4bd611621c9,25.20,2023-03-19 00:09:30,2023-03-19,00:07:46
64167cef2943c4bd611621ca,25.20,2023-03-19 00:09:35,2023-03-19,00:07:52
64167cf42943c4bd611621cb,25.20,2023-03-19 00:09:40,2023-03-19,00:07:57
64167cf92943c4bd611621cc,25.20,2023-03-19 00:09:45,2023-03-19,00:08:02
64167cff2943c4bd611621cd,25.20,2023-03-19 00:09:51,2023-03-19,00:08:07
64167d042943c4bd611621ce,25.20,2023-03-19 00:09:56,2023-03-19,00:08:12
64167d092943c4bd611621cf,25.20,2023-03-19 00:10:01,2023-03-19,00:08:17
64167d0e2943c4bd611621d0,25.20,2023-03-19 00:10:06,2023-03-19,00:08:22
64167d132943c4bd611621d1,25.20,2023-03-19 00:10:11,2023-03-19,00:08:28
64167d182943c4bd611621d2,25.20,2023-03-19 00:10:16,2023-03-19,00:08:33
64167d1e2943c4bd611621d3,25.20,2023-03-19 00:10:22,2023-03-19,00:08:38
64167d232943c4bd611621d4,25.20,2023-03-19 00:10:27,2023-03-19,00:08:43
64167d282943c4bd611621d5,25.20,2023-03-19 00:10:32,2023-03-19,00:08:48
64167d2d2943c4bd611621d6,25.20,2023-03-19 00:10:37,2023-03-19,00:08:53
64167d322943c4bd611621d7,25.20,2023-03-19 00:10:42,2023-03-19,00:08:58
64167d372943c4bd611621d8,25.20,2023-03-19 00:10:47,2023-03-19,00:09:04
64167d3c2943c4bd611621d9,25.20,2023-03-19 00:10:52,2023-03-19,00:09:09
64167d412943c4bd611621da,25.20,2023-03-19 00:10:57,2023-03-19,00:09:14
64167d472943c4bd611621db,25.20,2023-03-19 00:11:03,2023-03-19,00:09:19
64167d4c2943c4bd611621dc,25.20,2023-03-19 00:11:08,2023-03-19,00:09:24
