_id,lectura,lectura2,lectura3,lectura4,lectura5,lectura6,date,fecha,hora
643e237ee9cf67ca3b8d5631,19.80,37.00,56,20,20,3.140000105,2023-04-18 00:58:38,2023-04-18,00:58:57
643e2383e9cf67ca3b8d5632,19.80,37.00,56,20,20,3.140000105,2023-04-18 00:58:43,2023-04-18,00:59:02
643e2388e9cf67ca3b8d5633,19.80,37.00,56,20,20,3.140000105,2023-04-18 00:58:48,2023-04-18,00:59:07
643e238de9cf67ca3b8d5634,19.80,37.00,56,20,20,3.140000105,2023-04-18 00:58:53,2023-04-18,00:59:12
643e2392e9cf67ca3b8d5635,19.80,37.00,56,20,20,3.140000105,2023-04-18 00:58:58,2023-04-18,00:59:17
643e2398e9cf67ca3b8d5636,19.80,37.00,56,20,20,3.140000105,2023-04-18 00:59:04,2023-04-18,00:59:22
643e239de9cf67ca3b8d5637,19.80,37.00,56,20,20,3.140000105,2023-04-18 00:59:09,2023-04-18,00:59:27
643e23a2e9cf67ca3b8d5638,19.80,37.00,56,20,20,3.140000105,2023-04-18 00:59:14,2023-04-18,00:59:33
643e23a7e9cf67ca3b8d5639,19.80,37.00,56,20,20,3.140000105,2023-04-18 00:59:19,2023-04-18,00:59:38
643e23ace9cf67ca3b8d563a,19.80,37.00,56,20,20,3.140000105,2023-04-18 00:59:24,2023-04-18,00:59:43
643e23b1e9cf67ca3b8d563b,19.80,37.00,56,20,20,3.140000105,2023-04-18 00:59:29,2023-04-18,00:59:48
643e23b6e9cf67ca3b8d563c,19.80,37.00,56,20,20,3.140000105,2023-04-18 00:59:34,2023-04-18,00:59:53
643e23bce9cf67ca3b8d563d,19.80,37.00,56,20,20,3.140000105,2023-04-18 00:59:40,2023-04-18,00:59:58
643e23c1e9cf67ca3b8d563e,19.80,37.00,56,20,20,3.140000105,2023-04-18 00:59:45,2023-04-18,01:00:04
643e23c6e9cf67ca3b8d563f,19.80,37.00,56,20,20,3.140000105,2023-04-18 00:59:50,2023-04-18,01:00:09
643e23cbe9cf67ca3b8d5640,19.80,37.00,56,20,20,3.140000105,2023-04-18 00:59:55,2023-04-18,01:00:14
643e23d0e9cf67ca3b8d5641,19.80,37.00,56,20,20,3.140000105,2023-04-18 01:00:00,2023-04-18,01:00:19
643e23d6e9cf67ca3b8d5642,19.80,37.00,56,20,20,3.140000105,2023-04-18 01:00:06,2023-04-18,01:00:24
643e23dbe9cf67ca3b8d5643,19.80,37.00,56,20,20,3.140000105,2023-04-18 01:00:11,2023-04-18,01:00:29
643e23e0e9cf67ca3b8d5644,19.80,37.00,56,20,20,3.140000105,2023-04-18 01:00:16,2023-04-18,01:00:35
643e23e5e9cf67ca3b8d5645,19.80,37.00,56,20,20,3.140000105,2023-04-18 01:00:21,2023-04-18,01:00:40
643e23eae9cf67ca3b8d5646,19.80,37.00,56,20,20,3.140000105,2023-04-18 01:00:26,2023-04-18,01:00:45
643e23efe9cf67ca3b8d5647,19.80,37.00,56,20,20,3.140000105,2023-04-18 01:00:31,2023-04-18,01:00:50
643e23f4e9cf67ca3b8d5648,19.80,37.00,56,20,20,3.140000105,2023-04-18 01:00:36,2023-04-18,01:00:55
643e23fae9cf67ca3b8d5649,19.80,37.00,56,20,20,3.140000105,2023-04-18 01:00:42,2023-04-18,01:01:00
643e23ffe9cf67ca3b8d564a,19.80,37.00,56,20,20,3.140000105,2023-04-18 01:00:47,2023-04-18,01:01:05
643e2404e9cf67ca3b8d564b,19.80,37.00,56,20,20,3.140000105,2023-04-18 01:00:52,2023-04-18,01:01:11
643e2409e9cf67ca3b8d564c,19.80,37.00,56,20,20,3.140000105,2023-04-18 01:00:57,2023-04-18,01:01:16
643e240ee9cf67ca3b8d564d,19.80,37.00,56,20,20,3.140000105,2023-04-18 01:01:02,2023-04-18,01:01:21
643e2413e9cf67ca3b8d564e,19.80,37.00,56,20,20,3.140000105,2023-04-18 01:01:07,2023-04-18,01:01:26
643e2419e9cf67ca3b8d564f,19.80,37.00,56,20,20,3.140000105,2023-04-18 01:01:13,2023-04-18,01:01:31
643e241ee9cf67ca3b8d5650,19.80,37.00,56,20,20,3.140000105,2023-04-18 01:01:18,2023-04-18,01:01:36
643e2423e9cf67ca3b8d5651,19.80,37.00,56,20,20,3.140000105,2023-04-18 01:01:23,2023-04-18,01:01:42
643e2428e9cf67ca3b8d5652,19.80,37.00,56,20,20,3.140000105,2023-04-18 01:01:28,2023-04-18,01:01:47
643e242de9cf67ca3b8d5653,19.80,37.00,56,20,20,3.140000105,2023-04-18 01:01:33,2023-04-18,01:01:52
643e2432e9cf67ca3b8d5654,19.80,37.00,56,20,20,3.140000105,2023-04-18 01:01:38,2023-04-18,01:01:57
643e2438e9cf67ca3b8d5655,19.80,37.00,56,20,20,3.140000105,2023-04-18 01:01:44,2023-04-18,01:02:02
643e243de9cf67ca3b8d5656,19.80,37.00,56,20,20,3.140000105,2023-04-18 01:01:49,2023-04-18,01:02:07
643e2442e9cf67ca3b8d5657,19.80,37.00,56,20,20,3.140000105,2023-04-18 01:01:54,2023-04-18,01:02:13
643e2447e9cf67ca3b8d5658,19.80,37.00,56,20,20,3.140000105,2023-04-18 01:01:59,2023-04-18,01:02:18
643e244ce9cf67ca3b8d5659,19.80,37.00,56,20,20,3.140000105,2023-04-18 01:02:04,2023-04-18,01:02:23
643e2451e9cf67ca3b8d565a,19.80,37.00,56,20,20,3.140000105,2023-04-18 01:02:09,2023-04-18,01:02:28
643e2456e9cf67ca3b8d565b,19.80,37.00,56,20,20,3.140000105,2023-04-18 01:02:14,2023-04-18,01:02:33
643e245ce9cf67ca3b8d565c,19.80,37.00,56,20,20,3.140000105,2023-04-18 01:02:20,2023-04-18,01:02:38
643e2461e9cf67ca3b8d565d,19.80,37.00,56,20,20,3.140000105,2023-04-18 01:02:25,2023-04-18,01:02:43
643e2466e9cf67ca3b8d565e,19.80,37.00,56,20,20,3.140000105,2023-04-18 01:02:30,2023-04-18,01:02:49
643e246be9cf67ca3b8d565f,19.80,37.00,56,20,20,3.140000105,2023-04-18 01:02:35,2023-04-18,01:02:54
643e2470e9cf67ca3b8d5660,19.80,37.00,56,20,20,3.140000105,2023-04-18 01:02:40,2023-04-18,01:02:59
