_id,lectura,lectura2,date,fecha,hora
642cf22f97f8b080328c0416,23.10,32.00,2023-04-04 23:59:43,2023-04-05,00:00:02
642cf23597f8b080328c0417,23.10,32.00,2023-04-04 23:59:49,2023-04-05,00:00:07
642cf23a97f8b080328c0418,23.10,32.00,2023-04-04 23:59:54,2023-04-05,00:00:12
642cf23f97f8b080328c0419,23.10,32.00,2023-04-04 23:59:59,2023-04-05,00:00:17
642cf24497f8b080328c041a,23.10,32.00,2023-04-05 00:00:04,2023-04-05,00:00:23
642cf24997f8b080328c041b,23.10,32.00,2023-04-05 00:00:09,2023-04-05,00:00:28
642cf24e97f8b080328c041c,23.10,32.00,2023-04-05 00:00:14,2023-04-05,00:00:33
642cf25397f8b080328c041d,23.10,32.00,2023-04-05 00:00:19,2023-04-05,00:00:38
642cf25997f8b080328c041e,23.10,32.00,2023-04-05 00:00:25,2023-04-05,00:00:43
642cf25e97f8b080328c041f,23.10,32.00,2023-04-05 00:00:30,2023-04-05,00:00:48
642cf26397f8b080328c0420,23.10,32.00,2023-04-05 00:00:35,2023-04-05,00:00:53
642cf26897f8b080328c0421,23.10,32.00,2023-04-05 00:00:40,2023-04-05,00:00:59
642cf26d97f8b080328c0422,23.10,32.00,2023-04-05 00:00:45,2023-04-05,00:01:04
642cf27297f8b080328c0423,23.10,32.00,2023-04-05 00:00:50,2023-04-05,00:01:09
642cf27797f8b080328c0424,23.10,32.00,2023-04-05 00:00:55,2023-04-05,00:01:14
642cf27d97f8b080328c0425,23.10,32.00,2023-04-05 00:01:01,2023-04-05,00:01:19
642cf28297f8b080328c0426,23.10,32.00,2023-04-05 00:01:06,2023-04-05,00:01:24
642cf28797f8b080328c0427,23.10,32.00,2023-04-05 00:01:11,2023-04-05,00:01:30
642cf28c97f8b080328c0428,23.10,32.00,2023-04-05 00:01:16,2023-04-05,00:01:35
642cf29197f8b080328c0429,23.10,32.00,2023-04-05 00:01:21,2023-04-05,00:01:40
642cf29697f8b080328c042a,23.10,32.00,2023-04-05 00:01:26,2023-04-05,00:01:45
642cf29c97f8b080328c042b,23.10,32.00,2023-04-05 00:01:32,2023-04-05,00:01:50
642cf2a197f8b080328c042c,23.10,32.00,2023-04-05 00:01:37,2023-04-05,00:01:55
642cf2a697f8b080328c042d,23.10,32.00,2023-04-05 00:01:42,2023-04-05,00:02:00
642cf2ab97f8b080328c042e,23.10,32.00,2023-04-05 00:01:47,2023-04-05,00:02:06
642cf2b097f8b080328c042f,23.10,32.00,2023-04-05 00:01:52,2023-04-05,00:02:11
642cf2b597f8b080328c0430,23.10,32.00,2023-04-05 00:01:57,2023-04-05,00:02:16
642cf2bb97f8b080328c0431,23.10,32.00,2023-04-05 00:02:03,2023-04-05,00:02:21
642cf2c097f8b080328c0432,23.10,32.00,2023-04-05 00:02:08,2023-04-05,00:02:26
642cf2c597f8b080328c0433,23.10,32.00,2023-04-05 00:02:13,2023-04-05,00:02:31
642cf2ca97f8b080328c0434,23.10,32.00,2023-04-05 00:02:18,2023-04-05,00:02:36
642cf2cf97f8b080328c0435,23.10,32.00,2023-04-05 00:02:23,2023-04-05,00:02:42
642cf2d497f8b080328c0436,23.10,32.00,2023-04-05 00:02:28,2023-04-05,00:02:47
