_id,lectura,fecha,hora
63642c9e9f4f6206a2f2fe56,34.40,03-11-2022,18-03-26
63642ca19f4f6206a2f2fe57,34.40,03-11-2022,18-03-29
63642ca49f4f6206a2f2fe58,34.40,03-11-2022,18-03-32
63642ca79f4f6206a2f2fe59,34.40,03-11-2022,18-03-35
63642caa9f4f6206a2f2fe5a,34.40,03-11-2022,18-03-38
63642cad9f4f6206a2f2fe5b,34.50,03-11-2022,18-03-41
63642cb19f4f6206a2f2fe5c,34.50,03-11-2022,18-03-45
63642cb49f4f6206a2f2fe5d,34.50,03-11-2022,18-03-48
63642cb79f4f6206a2f2fe5e,34.50,03-11-2022,18-03-51
63642cba9f4f6206a2f2fe5f,34.50,03-11-2022,18-03-54
63642cbd9f4f6206a2f2fe60,34.50,03-11-2022,18-03-57
63642cc09f4f6206a2f2fe61,34.50,03-11-2022,18-04-00
63642cc39f4f6206a2f2fe62,34.50,03-11-2022,18-04-03
63642cc69f4f6206a2f2fe63,34.60,03-11-2022,18-04-06
63642cca9f4f6206a2f2fe64,34.60,03-11-2022,18-04-10
63642ccd9f4f6206a2f2fe65,34.60,03-11-2022,18-04-13
63642cd09f4f6206a2f2fe66,34.60,03-11-2022,18-04-16
63642cd39f4f6206a2f2fe67,34.60,03-11-2022,18-04-19
63642cd69f4f6206a2f2fe68,34.60,03-11-2022,18-04-22
63642cd99f4f6206a2f2fe69,34.60,03-11-2022,18-04-25
63642cdc9f4f6206a2f2fe6a,34.60,03-11-2022,18-04-28
63642cdf9f4f6206a2f2fe6b,34.60,03-11-2022,18-04-31
63642ce39f4f6206a2f2fe6c,34.60,03-11-2022,18-04-35
63642ce69f4f6206a2f2fe6d,34.60,03-11-2022,18-04-38
63642ce99f4f6206a2f2fe6e,34.60,03-11-2022,18-04-41
63642cec9f4f6206a2f2fe6f,34.60,03-11-2022,18-04-44
63642cef9f4f6206a2f2fe70,34.60,03-11-2022,18-04-47
63642cf29f4f6206a2f2fe71,34.60,03-11-2022,18-04-50
63642cf59f4f6206a2f2fe72,34.60,03-11-2022,18-04-53
63642cf89f4f6206a2f2fe73,34.60,03-11-2022,18-04-56
63642cfc9f4f6206a2f2fe74,34.60,03-11-2022,18-05-00
63642cff9f4f6206a2f2fe75,34.50,03-11-2022,18-05-03
63642d029f4f6206a2f2fe76,34.50,03-11-2022,18-05-06
63642d059f4f6206a2f2fe77,34.50,03-11-2022,18-05-09
63642d089f4f6206a2f2fe78,34.50,03-11-2022,18-05-12
63642d0b9f4f6206a2f2fe79,34.40,03-11-2022,18-05-15
63642d0e9f4f6206a2f2fe7a,34.40,03-11-2022,18-05-18
63642d129f4f6206a2f2fe7b,34.40,03-11-2022,18-05-22
63642d159f4f6206a2f2fe7c,34.40,03-11-2022,18-05-25
63642d189f4f6206a2f2fe7d,34.30,03-11-2022,18-05-28
63642d1b9f4f6206a2f2fe7e,34.30,03-11-2022,18-05-31
63642d1e9f4f6206a2f2fe7f,34.30,03-11-2022,18-05-34
63642d219f4f6206a2f2fe80,34.30,03-11-2022,18-05-37
63642d249f4f6206a2f2fe81,34.30,03-11-2022,18-05-40
63642d279f4f6206a2f2fe82,34.20,03-11-2022,18-05-43
63642d2b9f4f6206a2f2fe83,34.20,03-11-2022,18-05-47
63642d2e9f4f6206a2f2fe84,34.20,03-11-2022,18-05-50
63642d319f4f6206a2f2fe85,34.20,03-11-2022,18-05-53
63642d349f4f6206a2f2fe86,34.20,03-11-2022,18-05-56
63642d379f4f6206a2f2fe87,34.20,03-11-2022,18-05-59
63642d3a9f4f6206a2f2fe88,34.20,03-11-2022,18-06-02
63642d3d9f4f6206a2f2fe89,34.20,03-11-2022,18-06-05
63642d409f4f6206a2f2fe8a,34.20,03-11-2022,18-06-08
63642d449f4f6206a2f2fe8b,34.20,03-11-2022,18-06-12
63642d479f4f6206a2f2fe8c,34.20,03-11-2022,18-06-15
63642d4a9f4f6206a2f2fe8d,34.20,03-11-2022,18-06-18
63642d4d9f4f6206a2f2fe8e,34.20,03-11-2022,18-06-21
63642d509f4f6206a2f2fe8f,34.20,03-11-2022,18-06-24
63642d539f4f6206a2f2fe90,34.20,03-11-2022,18-06-27
63642d569f4f6206a2f2fe91,34.20,03-11-2022,18-06-30
63642d599f4f6206a2f2fe92,34.20,03-11-2022,18-06-33
63642d5d9f4f6206a2f2fe93,34.20,03-11-2022,18-06-37
63642d609f4f6206a2f2fe94,34.20,03-11-2022,18-06-40
63642d669f4f6206a2f2fe95,34.20,03-11-2022,18-06-46
63642d699f4f6206a2f2fe96,34.20,03-11-2022,18-06-49
63642d6c9f4f6206a2f2fe97,34.20,03-11-2022,18-06-52
63642d6f9f4f6206a2f2fe98,34.20,03-11-2022,18-06-55
63642d729f4f6206a2f2fe99,34.20,03-11-2022,18-06-58
63642d769f4f6206a2f2fe9a,34.20,03-11-2022,18-07-02
63642d799f4f6206a2f2fe9b,34.20,03-11-2022,18-07-05
63642d7c9f4f6206a2f2fe9c,34.20,03-11-2022,18-07-08
63642d7f9f4f6206a2f2fe9d,34.20,03-11-2022,18-07-11
63642d829f4f6206a2f2fe9e,34.20,03-11-2022,18-07-14
63642d859f4f6206a2f2fe9f,34.20,03-11-2022,18-07-17
