_id,lectura,lectura2,lectura3,date,fecha,hora
643c80d6d93c55e7b164bbe0,21.50,32.00,42,2023-04-16 19:12:22,2023-04-16,19:12:41
643c80dbd93c55e7b164bbe1,21.50,32.00,41,2023-04-16 19:12:27,2023-04-16,19:12:46
643c80e1d93c55e7b164bbe2,21.50,32.00,42,2023-04-16 19:12:33,2023-04-16,19:12:51
643c80e6d93c55e7b164bbe3,21.50,32.00,42,2023-04-16 19:12:38,2023-04-16,19:12:56
643c80ebd93c55e7b164bbe4,21.50,32.00,41,2023-04-16 19:12:43,2023-04-16,19:13:01
643c80f0d93c55e7b164bbe5,21.50,32.00,42,2023-04-16 19:12:48,2023-04-16,19:13:07
643c80f5d93c55e7b164bbe6,21.50,31.00,42,2023-04-16 19:12:53,2023-04-16,19:13:12
643c80fbd93c55e7b164bbe7,21.50,31.00,41,2023-04-16 19:12:59,2023-04-16,19:13:17
643c80ffd93c55e7b164bbe8,21.50,31.00,41,2023-04-16 19:13:03,2023-04-16,19:13:22
643c8105d93c55e7b164bbe9,21.50,31.00,41,2023-04-16 19:13:09,2023-04-16,19:13:27
643c810ad93c55e7b164bbea,21.50,31.00,41,2023-04-16 19:13:14,2023-04-16,19:13:32
643c810fd93c55e7b164bbeb,21.50,31.00,41,2023-04-16 19:13:19,2023-04-16,19:13:38
643c8114d93c55e7b164bbec,21.40,32.00,41,2023-04-16 19:13:24,2023-04-16,19:13:43
643c8119d93c55e7b164bbed,21.40,32.00,41,2023-04-16 19:13:29,2023-04-16,19:13:48
643c811fd93c55e7b164bbee,21.40,32.00,41,2023-04-16 19:13:35,2023-04-16,19:13:53
643c8124c702c9e7d70e074f,21.40,31.00,41,2023-04-16 19:13:40,2023-04-16,19:13:58
643c8129c702c9e7d70e0750,21.40,32.00,41,2023-04-16 19:13:45,2023-04-16,19:14:03
643c812ec702c9e7d70e0751,21.40,32.00,42,2023-04-16 19:13:50,2023-04-16,19:14:08
643c8133c702c9e7d70e0752,21.40,32.00,42,2023-04-16 19:13:55,2023-04-16,19:14:14
643c8138c702c9e7d70e0753,21.40,32.00,41,2023-04-16 19:14:00,2023-04-16,19:14:19
643c813ec702c9e7d70e0754,21.40,32.00,41,2023-04-16 19:14:06,2023-04-16,19:14:24
643c8142c702c9e7d70e0755,21.40,32.00,41,2023-04-16 19:14:10,2023-04-16,19:14:29
643c8148c702c9e7d70e0756,21.40,32.00,41,2023-04-16 19:14:16,2023-04-16,19:14:34
