_id,lectura,fecha,hora
636324967bd5d262642c9451,80,02-11-2022,23-16-54
636324997bd5d262642c9453,0,02-11-2022,23-16-57
6363249b7bd5d262642c9455,80,02-11-2022,23-16-59
6363249e7bd5d262642c9457,0,02-11-2022,23-17-02
636324a17bd5d262642c9459,80,02-11-2022,23-17-05
636324a47bd5d262642c945b,0,02-11-2022,23-17-08
636324a77bd5d262642c945d,80,02-11-2022,23-17-11
636324aa7bd5d262642c945f,0,02-11-2022,23-17-14
