_id,lectura,fecha,hora
6357485cb17089344ea0a39e,26.20,24-10-2022,23-22-20
6357485fb17089344ea0a39f,26.20,24-10-2022,23-22-23
63574862b17089344ea0a3a0,26.20,24-10-2022,23-22-26
63574865b17089344ea0a3a2,26.20,24-10-2022,23-22-29
63574868b17089344ea0a3a3,26.20,24-10-2022,23-22-32
6357486bb17089344ea0a3a4,26.20,24-10-2022,23-22-35
6357486eb17089344ea0a3a5,26.20,24-10-2022,23-22-38
63574872b17089344ea0a3a6,26.20,24-10-2022,23-22-42
63574874b17089344ea0a3a7,26.20,24-10-2022,23-22-44
63574878b17089344ea0a3a8,26.20,24-10-2022,23-22-48
6357487bb17089344ea0a3a9,26.20,24-10-2022,23-22-51
6357487eb17089344ea0a3aa,26.20,24-10-2022,23-22-54
63574881b17089344ea0a3ab,26.20,24-10-2022,23-22-57
63574884b17089344ea0a3ac,26.30,24-10-2022,23-23-00
63574888b17089344ea0a3ad,26.30,24-10-2022,23-23-04
6357488ab17089344ea0a3ae,26.30,24-10-2022,23-23-06
6357488db17089344ea0a3af,26.30,24-10-2022,23-23-09
63574891b17089344ea0a3b0,26.30,24-10-2022,23-23-13
63574894b17089344ea0a3b1,26.30,24-10-2022,23-23-16
63574897b17089344ea0a3b2,26.30,24-10-2022,23-23-19
6357489ab17089344ea0a3b3,26.30,24-10-2022,23-23-22
6357489db17089344ea0a3b4,26.30,24-10-2022,23-23-25
635748a0b17089344ea0a3b5,26.30,24-10-2022,23-23-28
635748a4b17089344ea0a3b6,26.30,24-10-2022,23-23-32
635748a7b17089344ea0a3b7,26.30,24-10-2022,23-23-35
635748aab17089344ea0a3b8,26.30,24-10-2022,23-23-38
635748adb17089344ea0a3b9,26.30,24-10-2022,23-23-41
635748b0b17089344ea0a3ba,26.30,24-10-2022,23-23-44
635748b3b17089344ea0a3bb,26.30,24-10-2022,23-23-47
635748b6b17089344ea0a3bc,26.30,24-10-2022,23-23-50
635748b9b17089344ea0a3bd,26.30,24-10-2022,23-23-53
635748bcb17089344ea0a3be,26.30,24-10-2022,23-23-56
635748bfb17089344ea0a3bf,26.30,24-10-2022,23-23-59
635748c3b17089344ea0a3c0,26.30,24-10-2022,23-24-03
635748c6b17089344ea0a3c1,26.30,24-10-2022,23-24-06
635748c9b17089344ea0a3c2,26.30,24-10-2022,23-24-09
635748ccb17089344ea0a3c3,26.30,24-10-2022,23-24-12
635748cfb17089344ea0a3c4,26.30,24-10-2022,23-24-15
635748d2b17089344ea0a3c5,26.30,24-10-2022,23-24-18
635748d5b17089344ea0a3c6,26.30,24-10-2022,23-24-21
635748d9b17089344ea0a3c7,26.30,24-10-2022,23-24-25
635748dcb17089344ea0a3c8,26.30,24-10-2022,23-24-28
635748dfb17089344ea0a3c9,26.30,24-10-2022,23-24-31
635748e2b17089344ea0a3ca,26.30,24-10-2022,23-24-34
