_id,lectura,date,fecha,hora
6418be976b691c111d533f90,25.80,2023-03-20 17:14:15,2023-03-20,17:13:40
6418be9c6b691c111d533f91,25.80,2023-03-20 17:14:20,2023-03-20,17:13:45
6418bea16b691c111d533f92,25.80,2023-03-20 17:14:25,2023-03-20,17:13:50
6418bea66b691c111d533f93,25.80,2023-03-20 17:14:30,2023-03-20,17:13:55
6418beab6b691c111d533f94,25.80,2023-03-20 17:14:35,2023-03-20,17:14:00
6418beb06b691c111d533f95,25.80,2023-03-20 17:14:40,2023-03-20,17:14:06
6418beb56b691c111d533f96,25.70,2023-03-20 17:14:45,2023-03-20,17:14:11
6418bebb6b691c111d533f97,25.70,2023-03-20 17:14:51,2023-03-20,17:14:16
6418bec06b691c111d533f98,25.70,2023-03-20 17:14:56,2023-03-20,17:14:21
6418bec56b691c111d533f99,25.70,2023-03-20 17:15:01,2023-03-20,17:14:26
6418beca6b691c111d533f9a,25.70,2023-03-20 17:15:06,2023-03-20,17:14:31
6418becf6b691c111d533f9b,25.70,2023-03-20 17:15:11,2023-03-20,17:14:36
6418bed46b691c111d533f9c,25.70,2023-03-20 17:15:16,2023-03-20,17:14:42
6418beda6b691c111d533f9d,25.70,2023-03-20 17:15:22,2023-03-20,17:14:47
6418bedf6b691c111d533f9e,25.70,2023-03-20 17:15:27,2023-03-20,17:14:52
6418bee46b691c111d533f9f,25.70,2023-03-20 17:15:32,2023-03-20,17:14:57
6418bee96b691c111d533fa0,25.70,2023-03-20 17:15:37,2023-03-20,17:15:02
6418beee6b691c111d533fa1,25.70,2023-03-20 17:15:42,2023-03-20,17:15:07
6418bef36b691c111d533fa2,25.70,2023-03-20 17:15:47,2023-03-20,17:15:12
6418bef86b691c111d533fa3,25.70,2023-03-20 17:15:52,2023-03-20,17:15:18
6418befe6b691c111d533fa4,25.70,2023-03-20 17:15:58,2023-03-20,17:15:23
6418bf036b691c111d533fa5,25.70,2023-03-20 17:16:03,2023-03-20,17:15:28
6418bf086b691c111d533fa6,25.60,2023-03-20 17:16:08,2023-03-20,17:15:33
6418bf0d6b691c111d533fa7,25.60,2023-03-20 17:16:13,2023-03-20,17:15:38
6418bf126b691c111d533fa8,25.60,2023-03-20 17:16:18,2023-03-20,17:15:43
6418bf176b691c111d533fa9,25.60,2023-03-20 17:16:23,2023-03-20,17:15:48
6418bf1d6b691c111d533faa,25.60,2023-03-20 17:16:29,2023-03-20,17:15:54
6418bf226b691c111d533fab,25.60,2023-03-20 17:16:34,2023-03-20,17:15:59
6418bf276b691c111d533fac,25.60,2023-03-20 17:16:39,2023-03-20,17:16:04
6418bf2c6b691c111d533fad,25.60,2023-03-20 17:16:44,2023-03-20,17:16:09
6418bf316b691c111d533fae,25.60,2023-03-20 17:16:49,2023-03-20,17:16:14
6418bf366b691c111d533faf,25.60,2023-03-20 17:16:54,2023-03-20,17:16:19
