_id,lectura,fecha,hora
6356f874d801825a105b4fb5,80,24-10-2022,17-41-24
6356f876d801825a105b4fb7,0,24-10-2022,17-41-26
6356f878d801825a105b4fb9,80,24-10-2022,17-41-28
6356f87bd801825a105b4fbb,0,24-10-2022,17-41-31
6356f87ed801825a105b4fbd,80,24-10-2022,17-41-34
6356f881d801825a105b4fbf,0,24-10-2022,17-41-37
