_id,lectura,fecha,hora
635747f4b17089344ea0a37c,26.00,24-10-2022,23-20-36
635747f8b17089344ea0a37d,26.10,24-10-2022,23-20-40
635747fbb17089344ea0a37e,26.00,24-10-2022,23-20-43
635747feb17089344ea0a37f,26.10,24-10-2022,23-20-46
63574801b17089344ea0a380,26.10,24-10-2022,23-20-49
63574804b17089344ea0a381,26.10,24-10-2022,23-20-52
